course_id,module_id,title,scenario_setting,scenario_problem,practice_steps,checklist,video_script
SISU-101,SISU-101-M3,"Observation, Documentation and Parent-Teacher Learning Notes",Real classroom with mixed readiness and one clear curriculum objective.,Learners need different access routes while the teacher maintains one shared goal.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Elena]
[PROFILE: Female, 38–45, warm classroom pedagogy coach, navy blazer, ivory blouse]
[SETTING: bright Scandinavian classroom with light wood and student work displays]
[STYLE: warm, calm, teacher-friendly. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to Observation, Documentation and Parent-Teacher Learning Notes. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: Real classroom with mixed readiness and one clear curriculum objective. The problem is: Learners need different access routes while the teacher maintains one shared goal. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: State the shared objective in learner-friendly language. Step 2: Model one example and check readiness quickly. Step 3: Offer scaffold, core and extension routes. Step 4: Review evidence and record next support step.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
SISU-101,SISU-101-M4,Home-School SISU Box Implementation and Inclusion,"KG2 classroom with story stones, counting beads, emotion cards and movement dice.",Worksheets are passive; children need active language and social play.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Elena]
[PROFILE: Female, 38–45, warm classroom pedagogy coach, navy blazer, ivory blouse]
[SETTING: bright Scandinavian classroom with light wood and student work displays]
[STYLE: warm, calm, teacher-friendly. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to Home-School SISU Box Implementation and Inclusion. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: KG2 classroom with story stones, counting beads, emotion cards and movement dice. The problem is: Worksheets are passive; children need active language and social play. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: Convert worksheet into a shop role-play station. Step 2: Children sort objects, count items, use polite language and negotiate turns. Step 3: Teacher observes language/social skills and adds one prompt. Step 4: Teacher writes a short learning story instead of ranking children.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
ECE-ACC-201,ECE-ACC-201-M1,Finnish ECE Principles for Physical and Virtual Settings,"KG2 classroom with story stones, counting beads, emotion cards and movement dice.",Worksheets are passive; children need active language and social play.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Elena]
[PROFILE: Female, 38–45, warm classroom pedagogy coach, navy blazer, ivory blouse]
[SETTING: bright Scandinavian classroom with light wood and student work displays]
[STYLE: warm, calm, teacher-friendly. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to Finnish ECE Principles for Physical and Virtual Settings. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: KG2 classroom with story stones, counting beads, emotion cards and movement dice. The problem is: Worksheets are passive; children need active language and social play. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: Convert worksheet into a shop role-play station. Step 2: Children sort objects, count items, use polite language and negotiate turns. Step 3: Teacher observes language/social skills and adds one prompt. Step 4: Teacher writes a short learning story instead of ranking children.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
ECE-ACC-201,ECE-ACC-201-M2,ECE Quality Evidence Portfolio,"KG2 classroom with story stones, counting beads, emotion cards and movement dice.",Worksheets are passive; children need active language and social play.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Elena]
[PROFILE: Female, 38–45, warm classroom pedagogy coach, navy blazer, ivory blouse]
[SETTING: bright Scandinavian classroom with light wood and student work displays]
[STYLE: warm, calm, teacher-friendly. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to ECE Quality Evidence Portfolio. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: KG2 classroom with story stones, counting beads, emotion cards and movement dice. The problem is: Worksheets are passive; children need active language and social play. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: Convert worksheet into a shop role-play station. Step 2: Children sort objects, count items, use polite language and negotiate turns. Step 3: Teacher observes language/social skills and adds one prompt. Step 4: Teacher writes a short learning story instead of ranking children.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
ECE-ACC-201,ECE-ACC-201-M3,STEAM in Finnish-Inspired Early Childhood,Real classroom with mixed readiness and one clear curriculum objective.,Learners need different access routes while the teacher maintains one shared goal.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Elena]
[PROFILE: Female, 38–45, warm classroom pedagogy coach, navy blazer, ivory blouse]
[SETTING: bright Scandinavian classroom with light wood and student work displays]
[STYLE: warm, calm, teacher-friendly. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to STEAM in Finnish-Inspired Early Childhood. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: Real classroom with mixed readiness and one clear curriculum objective. The problem is: Learners need different access routes while the teacher maintains one shared goal. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: State the shared objective in learner-friendly language. Step 2: Model one example and check readiness quickly. Step 3: Offer scaffold, core and extension routes. Step 4: Review evidence and record next support step.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
ECE-ACC-201,ECE-ACC-201-M4,"ECE Leadership, Staff Training and Accreditation Action Plan","KG2 classroom with story stones, counting beads, emotion cards and movement dice.",Worksheets are passive; children need active language and social play.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Elena]
[PROFILE: Female, 38–45, warm classroom pedagogy coach, navy blazer, ivory blouse]
[SETTING: bright Scandinavian classroom with light wood and student work displays]
[STYLE: warm, calm, teacher-friendly. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to ECE Leadership, Staff Training and Accreditation Action Plan. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: KG2 classroom with story stones, counting beads, emotion cards and movement dice. The problem is: Worksheets are passive; children need active language and social play. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: Convert worksheet into a shop role-play station. Step 2: Children sort objects, count items, use polite language and negotiate turns. Step 3: Teacher observes language/social skills and adds one prompt. Step 4: Teacher writes a short learning story instead of ranking children.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
CCE-SD-301,CCE-SD-301-M1,Vision Match: Is Your School Ready for a Finnish-Inspired Direction?,School leadership team reviewing a Finnish-inspired transformation pilot.,Teachers feel overloaded because too many reforms were introduced at once.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Sofia]
[PROFILE: Female, 42–55, strategic school improvement leader, emerald/navy business attire]
[SETTING: modern leadership studio with phase roadmap and evidence portfolio]
[STYLE: visionary, credible, strategic. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to Vision Match: Is Your School Ready for a Finnish-Inspired Direction?. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: School leadership team reviewing a Finnish-inspired transformation pilot. The problem is: Teachers feel overloaded because too many reforms were introduced at once. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: Select one pilot area: formative feedback in Grade 4–6. Step 2: Provide one template and one coaching meeting. Step 3: Observe practice, collect examples and review workload. Step 4: Scale only what evidence shows is working.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
CCE-SD-301,CCE-SD-301-M2,School Development Evidence Portfolio and Interview Preparation,School leadership team reviewing a Finnish-inspired transformation pilot.,Teachers feel overloaded because too many reforms were introduced at once.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Sofia]
[PROFILE: Female, 42–55, strategic school improvement leader, emerald/navy business attire]
[SETTING: modern leadership studio with phase roadmap and evidence portfolio]
[STYLE: visionary, credible, strategic. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to School Development Evidence Portfolio and Interview Preparation. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: School leadership team reviewing a Finnish-inspired transformation pilot. The problem is: Teachers feel overloaded because too many reforms were introduced at once. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: Select one pilot area: formative feedback in Grade 4–6. Step 2: Provide one template and one coaching meeting. Step 3: Observe practice, collect examples and review workload. Step 4: Scale only what evidence shows is working.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
CCE-SD-301,CCE-SD-301-M3,Five-Stage Finnish-Inspired School Development Roadmap,School leadership team reviewing a Finnish-inspired transformation pilot.,Teachers feel overloaded because too many reforms were introduced at once.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Sofia]
[PROFILE: Female, 42–55, strategic school improvement leader, emerald/navy business attire]
[SETTING: modern leadership studio with phase roadmap and evidence portfolio]
[STYLE: visionary, credible, strategic. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to Five-Stage Finnish-Inspired School Development Roadmap. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: School leadership team reviewing a Finnish-inspired transformation pilot. The problem is: Teachers feel overloaded because too many reforms were introduced at once. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: Select one pilot area: formative feedback in Grade 4–6. Step 2: Provide one template and one coaching meeting. Step 3: Observe practice, collect examples and review workload. Step 4: Scale only what evidence shows is working.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
CCE-SD-301,CCE-SD-301-M4,"Accreditation Ethics, Branding and Partnership Boundaries",School leadership team reviewing a Finnish-inspired transformation pilot.,Teachers feel overloaded because too many reforms were introduced at once.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Sofia]
[PROFILE: Female, 42–55, strategic school improvement leader, emerald/navy business attire]
[SETTING: modern leadership studio with phase roadmap and evidence portfolio]
[STYLE: visionary, credible, strategic. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to Accreditation Ethics, Branding and Partnership Boundaries. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: School leadership team reviewing a Finnish-inspired transformation pilot. The problem is: Teachers feel overloaded because too many reforms were introduced at once. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: Select one pilot area: formative feedback in Grade 4–6. Step 2: Provide one template and one coaching meeting. Step 3: Observe practice, collect examples and review workload. Step 4: Scale only what evidence shows is working.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
AI-SCH-401,AI-SCH-401-M1,Responsible AI Foundations for K–12 Schools,Secondary department using AI to create differentiated reading tasks.,AI-generated material contains errors and lacks active learning.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Sofia]
[PROFILE: Female, 42–55, strategic school improvement leader, emerald/navy business attire]
[SETTING: modern leadership studio with phase roadmap and evidence portfolio]
[STYLE: visionary, credible, strategic. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to Responsible AI Foundations for K–12 Schools. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: Secondary department using AI to create differentiated reading tasks. The problem is: AI-generated material contains errors and lacks active learning. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: Write prompt with objective, learner needs and review criteria. Step 2: Check output for accuracy, bias, privacy and reading level. Step 3: Add discussion, movement, self-assessment and teacher feedback. Step 4: Store reviewed prompt and example in a safe-use folder.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
AI-SCH-401,AI-SCH-401-M2,AI-Powered Lesson Planning and Differentiation,Grade 8 mixed-ability English class with 28 learners.,One task is too easy for advanced learners and too difficult for learners with weak vocabulary.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Sofia]
[PROFILE: Female, 42–55, strategic school improvement leader, emerald/navy business attire]
[SETTING: modern leadership studio with phase roadmap and evidence portfolio]
[STYLE: visionary, credible, strategic. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to AI-Powered Lesson Planning and Differentiation. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: Grade 8 mixed-ability English class with 28 learners. The problem is: One task is too easy for advanced learners and too difficult for learners with weak vocabulary. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: Write one shared objective: explain one opinion with evidence. Step 2: Prepare three access routes: sentence frames, paragraph planner, challenge counterargument. Step 3: Use a 3-minute model and let students begin; quietly redirect after evidence shows mismatch. Step 4: Check learning with a 2-sentence exit card and regroup for tomorrow.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
AI-SCH-401,AI-SCH-401-M3,AI Assessment Analytics and Early Support,Secondary department using AI to create differentiated reading tasks.,AI-generated material contains errors and lacks active learning.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Sofia]
[PROFILE: Female, 42–55, strategic school improvement leader, emerald/navy business attire]
[SETTING: modern leadership studio with phase roadmap and evidence portfolio]
[STYLE: visionary, credible, strategic. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to AI Assessment Analytics and Early Support. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: Secondary department using AI to create differentiated reading tasks. The problem is: AI-generated material contains errors and lacks active learning. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: Write prompt with objective, learner needs and review criteria. Step 2: Check output for accuracy, bias, privacy and reading level. Step 3: Add discussion, movement, self-assessment and teacher feedback. Step 4: Store reviewed prompt and example in a safe-use folder.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
AI-SCH-401,AI-SCH-401-M4,School-Wide AI Implementation Pilot,Secondary department using AI to create differentiated reading tasks.,AI-generated material contains errors and lacks active learning.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Sofia]
[PROFILE: Female, 42–55, strategic school improvement leader, emerald/navy business attire]
[SETTING: modern leadership studio with phase roadmap and evidence portfolio]
[STYLE: visionary, credible, strategic. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to School-Wide AI Implementation Pilot. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: Secondary department using AI to create differentiated reading tasks. The problem is: AI-generated material contains errors and lacks active learning. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: Write prompt with objective, learner needs and review criteria. Step 2: Check output for accuracy, bias, privacy and reading level. Step 3: Add discussion, movement, self-assessment and teacher feedback. Step 4: Store reviewed prompt and example in a safe-use folder.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
