course_id,module_id,question_id,question,type,answer_focus
PHBL-601,PHBL-601-M3,PHBL-601-M3-Q3,Which claim would be unsafe or misleading in public marketing?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
PHBL-601,PHBL-601-M4,PHBL-601-M4-Q1,Which action best reflects Finnish-inspired practice?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
PHBL-601,PHBL-601-M4,PHBL-601-M4-Q2,What evidence shows learning or implementation quality?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
PHBL-601,PHBL-601-M4,PHBL-601-M4-Q3,Which claim would be unsafe or misleading in public marketing?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
FES-701,FES-701-M1,FES-701-M1-Q1,Which action best reflects Finnish-inspired practice?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
FES-701,FES-701-M1,FES-701-M1-Q2,What evidence shows learning or implementation quality?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
FES-701,FES-701-M1,FES-701-M1-Q3,Which claim would be unsafe or misleading in public marketing?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
FES-701,FES-701-M2,FES-701-M2-Q1,Which action best reflects Finnish-inspired practice?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
FES-701,FES-701-M2,FES-701-M2-Q2,What evidence shows learning or implementation quality?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
FES-701,FES-701-M2,FES-701-M2-Q3,Which claim would be unsafe or misleading in public marketing?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
FES-701,FES-701-M3,FES-701-M3-Q1,Which action best reflects Finnish-inspired practice?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
FES-701,FES-701-M3,FES-701-M3-Q2,What evidence shows learning or implementation quality?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
FES-701,FES-701-M3,FES-701-M3-Q3,Which claim would be unsafe or misleading in public marketing?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
FES-701,FES-701-M4,FES-701-M4-Q1,Which action best reflects Finnish-inspired practice?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
FES-701,FES-701-M4,FES-701-M4-Q2,What evidence shows learning or implementation quality?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
FES-701,FES-701-M4,FES-701-M4-Q3,Which claim would be unsafe or misleading in public marketing?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
FTS-801,FTS-801-M1,FTS-801-M1-Q1,Which action best reflects Finnish-inspired practice?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
FTS-801,FTS-801-M1,FTS-801-M1-Q2,What evidence shows learning or implementation quality?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
FTS-801,FTS-801-M1,FTS-801-M1-Q3,Which claim would be unsafe or misleading in public marketing?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
FTS-801,FTS-801-M2,FTS-801-M2-Q1,Which action best reflects Finnish-inspired practice?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
FTS-801,FTS-801-M2,FTS-801-M2-Q2,What evidence shows learning or implementation quality?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
FTS-801,FTS-801-M2,FTS-801-M2-Q3,Which claim would be unsafe or misleading in public marketing?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
FTS-801,FTS-801-M3,FTS-801-M3-Q1,Which action best reflects Finnish-inspired practice?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
FTS-801,FTS-801-M3,FTS-801-M3-Q2,What evidence shows learning or implementation quality?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
FTS-801,FTS-801-M3,FTS-801-M3-Q3,Which claim would be unsafe or misleading in public marketing?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
FTS-801,FTS-801-M4,FTS-801-M4-Q1,Which action best reflects Finnish-inspired practice?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
FTS-801,FTS-801-M4,FTS-801-M4-Q2,What evidence shows learning or implementation quality?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
FTS-801,FTS-801-M4,FTS-801-M4-Q3,Which claim would be unsafe or misleading in public marketing?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
CMB-901,CMB-901-M1,CMB-901-M1-Q1,Which action best reflects Finnish-inspired practice?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
CMB-901,CMB-901-M1,CMB-901-M1-Q2,What evidence shows learning or implementation quality?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
CMB-901,CMB-901-M1,CMB-901-M1-Q3,Which claim would be unsafe or misleading in public marketing?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
CMB-901,CMB-901-M2,CMB-901-M2-Q1,Which action best reflects Finnish-inspired practice?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
CMB-901,CMB-901-M2,CMB-901-M2-Q2,What evidence shows learning or implementation quality?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
CMB-901,CMB-901-M2,CMB-901-M2-Q3,Which claim would be unsafe or misleading in public marketing?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
CMB-901,CMB-901-M3,CMB-901-M3-Q1,Which action best reflects Finnish-inspired practice?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
CMB-901,CMB-901-M3,CMB-901-M3-Q2,What evidence shows learning or implementation quality?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
CMB-901,CMB-901-M3,CMB-901-M3-Q3,Which claim would be unsafe or misleading in public marketing?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
CMB-901,CMB-901-M4,CMB-901-M4-Q1,Which action best reflects Finnish-inspired practice?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
CMB-901,CMB-901-M4,CMB-901-M4-Q2,What evidence shows learning or implementation quality?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
CMB-901,CMB-901-M4,CMB-901-M4-Q3,Which claim would be unsafe or misleading in public marketing?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
MAD-1001,MAD-1001-M1,MAD-1001-M1-Q1,Which action best reflects Finnish-inspired practice?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
MAD-1001,MAD-1001-M1,MAD-1001-M1-Q2,What evidence shows learning or implementation quality?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
MAD-1001,MAD-1001-M1,MAD-1001-M1-Q3,Which claim would be unsafe or misleading in public marketing?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
MAD-1001,MAD-1001-M2,MAD-1001-M2-Q1,Which action best reflects Finnish-inspired practice?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
MAD-1001,MAD-1001-M2,MAD-1001-M2-Q2,What evidence shows learning or implementation quality?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
MAD-1001,MAD-1001-M2,MAD-1001-M2-Q3,Which claim would be unsafe or misleading in public marketing?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
MAD-1001,MAD-1001-M3,MAD-1001-M3-Q1,Which action best reflects Finnish-inspired practice?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
MAD-1001,MAD-1001-M3,MAD-1001-M3-Q2,What evidence shows learning or implementation quality?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
MAD-1001,MAD-1001-M3,MAD-1001-M3-Q3,Which claim would be unsafe or misleading in public marketing?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
MAD-1001,MAD-1001-M4,MAD-1001-M4-Q1,Which action best reflects Finnish-inspired practice?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
MAD-1001,MAD-1001-M4,MAD-1001-M4-Q2,What evidence shows learning or implementation quality?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
MAD-1001,MAD-1001-M4,MAD-1001-M4-Q3,Which claim would be unsafe or misleading in public marketing?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
MAD-1001,MAD-1001-M5,MAD-1001-M5-Q1,Which action best reflects Finnish-inspired practice?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
MAD-1001,MAD-1001-M5,MAD-1001-M5-Q2,What evidence shows learning or implementation quality?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
MAD-1001,MAD-1001-M5,MAD-1001-M5-Q3,Which claim would be unsafe or misleading in public marketing?,short_answer_or_mcq,"Evidence, equity, wellbeing, agency, formative response or practical implementation."
